Reference	LeftContext	Pivot	RightContext
Bajazet, 14	autorise ses pleurs, Tant_d'amour touche enfin	une âme	généreuse. Hélas ! Que de raisons contre une malheureuse ! ZAÏRE_Mais
Bajazet, 23	d'entendre, Après tous les transports d'	une douleur	si tendre, Je sais qu'il n'a point dû lui
Bajazet, 5	Je suis libre, et je puis contre	un frère	inhumain, Non_plus par un silence aidé de votre adresse Disputer en
Bajazet, 5	puis contre un frère inhumain, Non_plus par	un silence	aidé de votre adresse Disputer en ces lieux le coeur de sa
Bajazet, 13	mes voeux, Qu'il pouvait m'accorder	un trépas	plus heureux. Vous n'en auriez pas moins épousé ma rivale
Bajazet, 17	morts toute votre tendresse Ce n'est point	un amant	en vous que je lui laisse. BAJAZET_Que parlez -vous, Madame
Bajazet, 24	elle ait d'abord expliqué mon retour Comme	un gage	certain qui marquait mon amour, Soit que le temps trop cher
Bajazet, 25	se fiant enfin a ma reconnaissance, D'	un hymen	infaillible a formé l'espérance. Moi-même rougissant de sa crédulité,
Bajazet, 26	Moi-même rougissant de sa crédulité, Et d'	un amour	si tendre et si_peu mérité, Dans ma confusion, que Roxane
Bajazet, 27	moment cruel, Pour garder jusqu'à le bout	un silence	perfide, Rappeler tout l'amour que j'ai pour Atalide.
Bajazet, 34	et de moi, Détromper son amour d'	une feinte	forcée, Que je n'allais tantôt déguiser ma pensée. La
Bajazet, 3	ciel ! Suis -je frappée ? Est -ce	un songe	? Et mes yeux ne m'ont -ils point trompée ? Quel
Bajazet, 20	, et qu'il laisse échapper Quelque marque	de les soins	qui doivent l'occuper ? ROXANE_Je vois qu'à l'excuser votre
Bajazet, 28	chagrin et mes soins, Et je veux	un moment	y penser sans témoins. ROXANE, seule. De tout ce_que
Bajazet, 11	, N'aurais -je tout tenté que pour	une rivale	! Mais peut-être qu'aussi trop prompte à m'affliger J'observe
Bajazet, 15	Quoi, ne pouvait -il pas feindre encore	un moment	? Non, non, rassurons -nous. Trop d'amour m'
Bajazet, 25	, et le jour ? Les bienfaits dans	un coeur	balancent -ils l'amour ? Et sans chercher plus loin, quand
Bajazet, 2	ose vous troubler. Mais, Madame,	un esclave	arrive de l'armée ; Et quoique sur la mer la porte
Bajazet, 19	l'un. Mais l'autre est peut-être	un ingrat	. Le temps presse. Que faire en ce doute funeste ?
Bajazet, 16	? Mais je veux bien prendre soin d'	une vie	, Dont vous jurez que dépendent vos jours. Je verrai la
Bajazet, 1	le persuader. ROXANE_Madame, j'ai reçu	de les lettres	de l'armée, De tout ce qui s'y passe êtes
Bajazet, 2	ATALIDE_On m'a dit que de le camp	un esclave	est venu, Le reste est un secret qui ne m'est
Bajazet, 2	un esclave est venu, Le reste est	un secret	qui ne m'est pas connu. ROXANE_Amurat est heureux, la
Bajazet, 32	son dessein parricide. Mais il pense proscrire	un prince	sans appui. Il ne sait pas l'amour qui vous parle
Bajazet, 33	Que vous et Bajazet vous ne faites qu'	une âme	, Que plutôt, s'il le faut, vous mourrez...
Bajazet, 11	ses douleurs content de son amant ? Exempte	de les soupçons	dont je suis tourmentée, Ce n'est que pour ses jours
Bajazet, 14	. Poursuivons. Elle peut comme moi Sur	de les gages	trompeurs s'assurer de sa foi. Pour le faire expliquer tendons
Bajazet, 6	vie Que par de longs soupirs, et	de les gémissements	, Qu'il semble que son coeur va suivre à tous moments
Bajazet, 20	Et ma joie est extrême Que le traître	une fois	se soit trahi lui-même. Libre de les soins cruels, ou
Bajazet, 21	une fois se soit trahi lui-même. Libre	de les soins	cruels, ou j'allais m'engager, Ma tranquille fureur n'
Bajazet, 26	Qu'on le saisisse. Que la main	de les muets	s'arme pour son supplice. Qu'ils viennent préparer ces noeuds
Bajazet, 39	t'ai cherché la première, Pour attacher	de les jours	tranquilles, fortunés, Aux périls dont tes jours étaient environnés,
Bajazet, 2	-vous, Madame ? En quels retardements D'	un jour	si précieux perdez -vous les moments ? Byzance par mes soins presque
Bajazet, 9	le contraire ? Quoi ! Déjà votre amour	de les obstacles	vaincu... ROXANE_Bajazet est un traître, et n'a que trop
Bajazet, 9	amour de les obstacles vaincu... ROXANE_Bajazet est	un traître	, et n'a que trop vécu. ACOMAT_Lui ! ROXANE_Pour moi
Bajazet, 15	après cette insolence, Si nous devons d'	un traître	embrasser la défense. Obéissons plutôt à la juste rigueur D'_Amurat qui
Bajazet, 8	si crédule, Que de me soupçonner d'	un courroux	ridicule ; Moi jaloux ? Plut à le ciel qu'en me
Bajazet, 15	, confié tes desseins, Et laissé d'	un vizir	la fortune flottante Suivre de ces amants la conduite imprudente. OSMIN_Hé
Bajazet, 21	moi doit attendre sa grâce, Et qu'	une mort	sanglante est l'unique traité Qui reste entre l'esclave, et
Bajazet, 25	chute il faut me signaler, Et laisser	un débris	du_moins après ma fuite, Qui de mes ennemis retarde la poursuite
Bajazet, 40	meurs. ACOMAT_D'amis, et de soldats	une troupe	hardie Aux portes de le palais attend notre sortie. La sultane
Bajazet, 46	Mourons, moi, cher Osmin, comme	un vizir	; et toi, Comme le favori d'un homme tel que
Bajazet, 46	; et toi, Comme le favori d'	un homme	tel que moi. ATALIDE, seule. Hélas ! Je cherche
Bajazet, 7	funeste amour Exposât mon amant tant_de fois en	un jour	? Que pour dernier malheur, cette lettre fatale Fut encor parvenue
Bajazet, 11	désolée. Ses menaces, sa voix,	un ordre	m'a troublée. J'ai senti défaillir ma force, et
Bajazet, 7	Vient -il ? ZATIME_Oui, sur mes pas	un esclave	l'amène ; Et loin de soupçonner sa disgrâce prochaine, Il
Bajazet, 1	le voici. ROXANE_Je ne vous ferai point	de les reproches	frivoles. Les moments sont trop chers pour les perdre en paroles
Bajazet, 4	. Mes soins vous sont connus. En	un mot	, vous vivez, Et je ne vous dirais que ce_que vous
Bajazet, 7	tant_de confiance, Vous ayez si longtemps par	de les détours	si bas, Feint un amour pour moi que vous ne sentiez
Bajazet, 7	par de les détours si bas, Feint	un amour	pour moi que vous ne sentiez pas. BAJAZET_Qui ? Moi,
Bajazet, 11	toi. Voudrais -tu point encore Me nier	un mépris	que tu crois que j'ignore ; Ne prétendrais -tu point par
Bajazet, 11	prétendrais -tu point par tes fausses couleurs Déguiser	un amour	qui te retient ailleurs, Et me jurer enfin d'une bouche
Bajazet, 11	retient ailleurs, Et me jurer enfin d'	une bouche	perfide, Tout ce_que tu ne sens que pour ton Atalide ?
Bajazet, 17	amour contient tout le mystère. Vous savez	un secret	que tout prêt à s'ouvrir Mon coeur a mille fois voulu
Bajazet, 19	m'eut déclaré sa flamme, Déjà plein_d'	un amour	de les l'enfance formé À tout autre désir mon coeur était
Bajazet, 24	vous était chère. Combien le trône tente	un coeur	ambitieux ! Un si noble présent me fit ouvrir les yeux.
Bajazet, 28	plaintes. Ai -je pu vous tromper par	de les promesses	feintes ? Songez combien_de fois vous m'avez reproché Un silence témoin
Bajazet, 31	bien_qu'en_même_temps Je ne m'arrêtais pas à	de les voeux	impuissants. Et si l'effet enfin suivant mon espérance Eut ouvert
Bajazet, 32	l'effet enfin suivant mon espérance Eut ouvert	un champ	libre a ma reconnaissance, J'aurais par tant_d'honneurs, par
Bajazet, 36	ai cru trouver en toi, Souveraine d'	un coeur	qui n'eut aimé que moi. Dans ce comble de gloire
Bajazet, 38	-tu réservée ? Traînerais -je en ces lieux	un sort	infortuné, Vil rebut d'un ingrat que j'aurais couronné,
Bajazet, 38	lieux un sort infortuné, Vil rebut d'	un ingrat	que j'aurais couronné, De mon rang descendue, à mille
Bajazet, 42	y soustraire. Mais tu n'as qu'	un moment	. Parle. BAJAZET_Que faut -il faire ? ROXANE_Ma rivale est ici
Bajazet, 47	Suis -moi sans différer. Dans les mains	de les muets	viens la voir expirer. Et libre d'un amour à ta
Bajazet, 48	viens la voir expirer. Et libre d'	un amour	à ta gloire funeste Viens m'engager ta foi ; le temps
Bajazet, 53	mon injustice. Loin de me retenir par	de les conseils	jaloux, Elle me conjurait de me donner à vous. En
Bajazet, 54	conjurait de me donner à vous. En	un mot	séparez ses vertus de mon crime. Poursuivez, s'il le
Bajazet, 55	. Poursuivez, s'il le faut,	un courroux	légitime, Aux ordres d'Amurat hâtez -vous d'obéir. Mais
Bajazet, 58	moi ne l'a point condamnée. Épargnez	une vie	assez infortunée. Ajoutez cette grâce_à tant_d'autres bontés, Madame.
Bajazet, 2	demande à se jeter, Et vous prie	un moment	de vouloir l'écouter, Madame. Elle vous veut faire l'
Bajazet, 3	vous veut faire l'aveu fidèle, D'	un secret	important qui vous touche plus_qu'elle. ROXANE_Oui, qu'elle vienne
Bajazet, 14	de sa mère ; Ce jour même,	de les jours	le_plus infortuné, Lui reprochant l'espoir qu'il vous avait donné
Bajazet, 14	point ralentie, Qu'arrachant, malgré lui	de les gages	de sa foi, Je ne sois parvenue à le perdre avec
Bajazet, 19	à mon crime, N'ordonnez pas vous-même	une mort	légitime, Et ne vous montrez point à son coeur éperdu,
Bajazet, 20	mon sang par vos mains répandu. D'	un coeur	trop tendre encore épargnez la faiblesse. Vous pouvez de mon sort
Bajazet, 22	en sera pas moins prompt. Jouissez d'	un bonheur	, dont ma mort vous répond. Couronnez un héros, dont
Bajazet, 23	, dont ma mort vous répond. Couronnez	un héros	, dont vous serez chérie. J'aurai soin de ma mort
Bajazet, 26	allez. Avant votre retour J'aurai d'	une rivale	affranchi votre amour. ROXANE_Je ne mérite pas un si grand sacrifice
Bajazet, 29	vous séparer, je prétends aujourd'hui, Par	de les noeuds	éternels vous unir avec lui. Vous jouirez bientôt de son aimable
Bajazet, 3	Acomat est maître de le palais. Profanant	de les sultans	la demeure sacrée, Ses criminels amis en ont forcé l'entrée
Bajazet, 2	! Pour qui mon coeur doit -il faire	de les voeux	? J'ignore quel dessein les anime tous deux, Si de
Bajazet, 14	que ta main Lui donne de ton zèle	un gage	plus certain. Perce toi-même un coeur que ton silence accable,
Bajazet, 15	zèle un gage plus certain. Perce toi-même	un coeur	que ton silence accable, D'une esclave barbare esclave impitoyable.
Bajazet, 15	un coeur que ton silence accable, D'	une esclave	barbare esclave impitoyable. Précipite de les jours qu'elle me veut
Bajazet, 16	D'une esclave barbare esclave impitoyable. Précipite	de les jours	qu'elle me veut ravir, Montre-toi, s'il se peut
Bajazet, 6	Je cours, et je ne vois que	de les troupes	craintives, D'esclaves effrayés, de femmes fugitives. ATALIDE_Ah !
Bajazet, 6	Il a marché vers nous, et d'	une main	sanglante Il nous a déployé l'ordre, dont Amurat_Autorise ce monstre
Bajazet, 14	le noeud fatal abandonné ses jours. Moi-même	de les objets	j'ai vu le_plus funeste, Et de sa vie en_vain j'
Bajazet, 21	qu'en lui. Saisi, désespéré d'	une mort	qui m'accable, Je vais, non point sauver cette tête
Bajazet, 24	. Et moi, pour ne point perdre	un temps	si salutaire, Je cours ou ma présence est encor nécessaire,
Bajazet, 24	est encor nécessaire, Et jusqu'à le pied	de les murs	que la mer vient laver, Sur mes vaisseaux tout prêts je
Bajazet, 14	venez tous contre moi conjurés, Tourmenter à_la_fois	une amante	éperdue, Elle se tue. Et prenez la vengeance enfin qui
Bérénice, 1	ANTIOCHUS_Arrêtons	un moment	. La pompe de ces lieux, Je le vois bien,
Bérénice, 7	importun à regret, J'ose lui demander	un entretien	secret. ARSACE_Vous, Seigneur, importun ? Vous cet ami fidèle
Bérénice, 9	importun ? Vous cet ami fidèle, Qu'	un soin	si généreux intéresse pour elle ? Vous, cet Antiochus, son
Bérénice, 9	ans. Et jusques à ce jour D'	un voile	d'amitié j'ai couvert mon amour. Dois -je croire qu'
Bérénice, 13	son amant ? Quel fruit me reviendra d'	un aveu	téméraire ? Ah ! Puisqu'il faut partir, partons sans lui déplaire
Bérénice, 18	ou mourir. Hé quoi ! Souffrir toujours	un tourment	qu'elle ignore ? Toujours verser de les pleurs qu'il faut
Bérénice, 19	un tourment qu'elle ignore ? Toujours verser	de les pleurs	qu'il faut que je dévore ? Quoi ? Même en la
Bérénice, 28	. Et que peut craindre, hélas !	un amant	sans espoir Qui peut bien se résoudre à ne la jamais voir
Bérénice, 3	percé qu'à_peine Les flots toujours nouveaux d'	un peuple	adorateur Qu'attire sur ses pas sa prochaine grandeur. Titus après
Bérénice, 4	prochaine grandeur. Titus après huit jours d'	une retraite	austère Cesse enfin de pleurer Vespasien son père. Cet amant se
Bérénice, 13	, et sans suite. La reine d'	un regard	a daigné m'avertir Qu'à votre empressement elle allait consentir.
Bérénice, 14	moment favorable Pour disparaître à les yeux d'	une cour	qui l'accable. ANTIOCHUS_Il suffit. Cependant n'as -tu rien
Bérénice, 27	amoureux Titus devenant son époux, Lui prépare	un éclat	qui rejaillit sur vous... ANTIOCHUS_Arsace, laisse -la jouir de sa
Bérénice, 27	-la jouir de sa fortune, Et quitte	un entretien	dont le cours m'importune. ARSACE_Je vous entends, Seigneur.
Bérénice, 38	vous-même ? Le ciel met sur le trône	un prince	qui vous aime, Un prince qui jadis témoin de vos combats
Bérénice, 40	Vous seul, Seigneur, vous seul,	une échelle	à la main, Vous portâtes la mort jusque sur leurs murailles
Bérénice, 44	que César vous renvoie Triomphant, et chargé	de les titres	souverains Qu'ajoute encore à les rois l'amitié de les Romains
Bérénice, 44	Qu'ajoute encore à les rois l'amitié	de les Romains	. Rien ne peut -il, Seigneur, changer votre entreprise ?
Bérénice, 48	que je dise ? J'attends de Bérénice	un moment	d'entretien. ARSACE_Hé bien, Seigneur ? ANTIOCHUS_Son sort décidera de
Bérénice, 53	vrai qu'on l'élève à le trône	de les Césars	, Si_Titus a parlé, s'il l'épouse, je pars
Bérénice, 2	leurs respects l'inutile longueur, Pour chercher	un ami	, qui me parle de le coeur. Il ne faut point
Bérénice, 5	vu toujours constant dans mes traverses Suivre d'	un pas	égal mes fortunes diverses ; Aujourd'hui que le ciel semble me présager
Bérénice, 5	vue, Me laisse à la merci d'	une foule	inconnue ? ANTIOCHUS_Il est donc vrai, Madame ? Et selon ce
Bérénice, 13	lui que lui-même, Moi, qui loin	de les grandeurs	, dont il est revêtu, Aurais choisi son coeur, et
Bérénice, 32	gloire et de puissance, Il vous souvient	de les lieux	où vous prîtes_naissance, Madame, il vous souvient que mon coeur
Bérénice, 36	parut devant vous dans tout l'éclat d'	un homme	Qui porte entre ses mains la vengeance de Rome. La Judée
Bérénice, 38	triste Antiochus_Se compta le premier à le nombre	de les vaincus	. Bientôt de mon malheur interprète sévère, Votre bouche à la
Bérénice, 48	de ma voix. Le ciel sembla promettre	une fin	à ma peine. Vous pleurâtes ma mort, hélas ! trop
Bérénice, 56	En_faveur_de_Titus vous pardonnez le reste. Enfin après	un siège	aussi cruel que lent, Il dompta les mutins, reste pâle
Bérénice, 56	sanglant Des flammes, de la faim,	de les fureurs	intestines, Et laissa leurs remparts cachés sous leurs ruines. Rome
Bérénice, 72	moi, qui ne pourrais y mêler que	de les pleurs	, D'un inutile amour trop constante victime, Heureux dans mes
Bérénice, 73	, je n'ai pas cru que dans	une journée	Qui doit avec César unir ma destinée, Il fût quelque mortel
Bérénice, 74	. Mais de mon amitié mon silence est	un gage	, J'oublie en sa faveur un discours qui m'outrage.
Bérénice, 74	un gage, J'oublie en sa faveur	un discours	qui m'outrage. Je n'en ai point troublé le cours
Bérénice, 78	. Le ciel sait qu'à le milieu	de les honneurs	qu'il m'envoie, Je n'attendais que vous pour témoin
Bérénice, 80	Titus. Cent fois je me suis fait	une douceur	extrême D'entretenir Titus dans un autre lui-même. ANTIOCHUS_Et c'est
Bérénice, 86	Que vous dirai -je enfin ? Je fuis	de les yeux	distraits Qui me voyant toujours ne me voyaient jamais. Adieu,
Bérénice, 88	malheur, Madame, le seul bruit d'	une mort	que j'implore, Vous fera souvenir que je vivais encore.
Bérénice, 4	retraite Me laisse, je l'avoue,	une douleur	secrète. PHÉNICE_Je l'aurais retenu. BÉRÉNICE_Qui moi ? Le retenir
Bérénice, 9	souvenir. Tu veux donc que je flatte	une ardeur	insensée ? PHÉNICE_Titus n'a point encore expliqué sa pensée. Rome
Bérénice, 11	. Rome vous voit, Madame, avec	de les yeux	jaloux, La rigueur de ses lois m'épouvante pour vous.
Bérénice, 12	L'hymen chez les Romains n'admet qu'	une Romaine	. Rome hait tous les rois, et Bérénice est reine.
Bérénice, 24	? Mais, Phénice, où m'emporte	un souvenir	charmant ? Cependant Rome entière, en ce même moment, Fait
Bérénice, 25	entière, en ce même moment, Fait	de les voeux	pour Titus, et par de les sacrifices De son règne naissant
Bérénice, 25	de les voeux pour Titus, et par	de les sacrifices	De son règne naissant célèbre les prémices. Que tardons -nous ?
Bérénice, 28	coeurs l'un de l'autre contents Inspirent	de les transports	retenus si longtemps. TITUS_A-t-on vu de ma part le roi de
Bérénice, 7	, et ses beautés. TITUS_Que dit -on	de les soupirs	que je pousse pour elle ? Quel succès attend -on d'un
Bérénice, 8	pour elle ? Quel succès attend -on d'	un amour	si fidèle ? PAULIN_Vous pouvez tout. Aimez, cessez d'être
