Quoi	PRO	quoi
j'	PRO:PER	je
obéisse	VER:subp	obéir
,	PUN	,
Et	NOM	Et
que	PRO:REL	que
voudrais	VER:cond	vouloir
-tu	PRO:PER	tu
donc	ADV	donc
,	PUN	,
Martian	NAM	Martian
,	PUN	,
que	PRO:REL	que
je	PRO:PER	je
fisse	VER:subi	faire
?	SENT	?
Peux	VER:pres	pouvoir
-tu	PRO:PER	tu
bien	ADV	bien
concevoir	VER:infi	concevoir
dans	PRP	dans
ces	PRO:DEM	ce
tristes	ADJ	triste
moments	NOM	moment
La	DET:ART	le
rigueur	NOM	rigueur
de	PRP	de
mon	DET:POS	mon
sort	NOM	sort
,	PUN	,
mes	DET:POS	mon
craintes	NOM	crainte
,	PUN	,
mes	DET:POS	mon
tourments	NOM	tourment
?	SENT	?
On	PRO:PER	on
me	PRO:PER	me
prive	VER:pres	priver
à	PRP	à
jamais	ADV	jamais
de	PRP	de
tout	PRO:IND	tout
ce	PRO:DEM	ce
que	PRO:REL	que
j'	PRO:PER	je
adore	VER:pres	adorer
,	PUN	,
Je	PRO:PER	je
vois	VER:pres	voir
dans	PRP	dans
la	DET:ART	le
splendeur	NOM	splendeur
deux	NUM	deux
hommes	NOM	homme
que	PRO:REL	que
j'	PRO:PER	je
abhorre	VER:pres	abhorrer
,	PUN	,
Dont	VER:futu	Dont
l'	DET:ART	le
injuste	ADJ	injuste
pouvoir	NOM	pouvoir
à	PRP	à
me	PRO:PER	me
nuire	VER:infi	nuire
obstiné	VER:pper	obstiner
Me	ABR	Me
rend	VER:pres	rendre
presque	ADV	presque
odieux	ADJ	odieux
le	DET:ART	le
sang	NOM	sang
dont	PRO:REL	dont
je	PRO:PER	je
suis	VER:pres	suivre|être
né	VER:pper	naître
,	PUN	,
Malgré	VER:pper	Malgré
tant	ADV	tant
de	PRP	de
raisons	NOM	raison
,	PUN	,
malgré	PRP	malgré
tant	ADV	tant
de	PRP	de
contraintes	NOM	contrainte
Laissai	VER:simp	laisser
-je	PRO:PER	je
un	DET:ART	un
moment	NOM	moment
échapper	VER:infi	échapper
quelque	PRO:IND	quelque
plainte	NOM	plainte
J'	ADJ	J'
étouffe	VER:pres	étouffer
mes	DET:POS	mon
soupirs	NOM	soupir
,	PUN	,
j'	PRO:PER	je
étouffe	VER:pres	étouffer
mes	DET:POS	mon
regrets	NOM	regret
,	PUN	,
Je	PRO:PER	je
ne	ADV	ne
punis	VER:pper	punir
que	KON	que
moi	PRO:PER	moi
des	PRP:det	du
mots	NOM	mot
que	PRO:REL	que
l'	DET:ART	le
on	PRO:PER	on
m'	PRO:PER	me
a	VER:pres	avoir
faits	VER:pper	faire
,	PUN	,
Et	NOM	Et
nourrissant	VER:ppre	nourrir
mon	DET:POS	mon
coeur	NOM	cœur
de	PRP	de
ma	DET:POS	mon
mélancolie	NOM	mélancolie
D'	NAM	D'
un	DET:ART	un
malheur	NOM	malheur
éternel	ADJ	éternel
j'	PRO:PER	je
empoisonne	VER:pres	empoisonner
ma	DET:POS	mon
vie	NOM	vie
;	PUN	;
Enfin	NOM	Enfin
lassé	VER:pper	lasser
de	PRP	de
voir	VER:infi	voir
des	PRP:det	du
objets	NOM	objet
si	ADV	si
cruel	ADJ	cruel
,	PUN	,
Pour	NAM	Pour
m'	PRO:PER	me
épargner	VER:infi	épargner
des	PRP:det	du
coups	NOM	coup
,	PUN	,
ou	KON	ou
des	PRP:det	du
voeux	NOM	vœu
criminels	ADJ	criminel
,	PUN	,
Moins	NOM	Moins
soigneux	ADJ	soigneux
de	PRP	de
mes	DET:POS	mon
jours	NOM	jour
que	KON	que
de	PRP	de
mon	DET:POS	mon
innocence	NOM	innocence
,	PUN	,
Je	PRO:PER	je
demande	VER:pres	demander
par	PRP	par
grâce	NOM	grâce
à	PRP	à
partir	VER:infi	partir
de	PRP	de
Byzance	NAM	Byzance
,	PUN	,
Et	NOM	Et
d'	PRP	de
aller	VER:infi	aller
exercer	VER:infi	exercer
mon	DET:POS	mon
courage	NOM	courage
et	KON	et
mon	DET:POS	mon
bras	NOM	bras
À	PRP	à
soumettre	VER:infi	soumettre
,	PUN	,
à	PRP	à
calmer	VER:infi	calmer
de	PRP	de
rebelles	ADJ	rebelle
États	NAM	États
;	PUN	;
On	NAM	On
me	PRO:PER	me
refuse	VER:pres	refuser
encore	ADV	encore
l'	DET:ART	le
emploi	NOM	emploi
que	PRO:REL	que
je	PRO:PER	je
demande	VER:pres	demander
,	PUN	,
On	NAM	On
soupçonne	VER:pres	soupçonner
ma	DET:POS	mon
foi	NOM	foi
,	PUN	,
je	PRO:PER	je
vois	VER:pres	voir
qu'	KON	que
on	PRO:PER	on
m'	PRO:PER	me
appréhende	VER:pres	appréhender
,	PUN	,
On	NAM	On
m'	PRO:PER	me
impute	VER:pres	imputer
à	PRP	à
forfait	NOM	forfait
le	DET:ART	le
soin	NOM	soin
de	PRP	de
m'	PRO:PER	me
éloigner	VER:infi	éloigner
,	PUN	,
On	NAM	On
me	PRO:PER	me
croit	VER:pres	croire
dévoré	VER:pper	dévorer
de	PRP	de
l'	DET:ART	le
ardeur	NOM	ardeur
de	PRP	de
régner	VER:infi	régner
,	PUN	,
Et	NOM	Et
tout	ADV	tout
prêt	ADJ	prêt
de	PRP	de
tenter	VER:infi	tenter
par	PRP	par
un	DET:ART	un
orgueil	NOM	orgueil
extrême	ADJ	extrême
,	PUN	,
Ce	NAM	Ce
que	KON	que
je	PRO:PER	je
n'	ADV	ne
ai	VER:pres	avoir
point	ADV	point
fait	VER:pper	faire
en	PRP	en
perdant	VER:ppre	perdre
ce	PRO:DEM	ce
que	PRO:REL	que
j'	PRO:PER	je
aime	VER:pres	aimer
,	PUN	,
Sur	NAM	Sur
ces	PRO:DEM	ce
fausses	ADJ	faux
raisons	NOM	raison
on	PRO:PER	on
me	PRO:PER	me
retient	VER:pres	retenir
ici	ADV	ici
,	PUN	,
Je	PRO:PER	je
vois	VER:pres	voir
contre	PRP	contre
mes	DET:POS	mon
pleurs	NOM	pleur|pleurs
qu'	KON	que
un	DET:ART	un
père	NOM	père
est	VER:pres	être
endurci	VER:pper	endurcir
,	PUN	,
Je	PRO:PER	je
vois	VER:pres	voir
mes	DET:POS	mon
ennemis	NOM	ennemi
triompher	VER:infi	triompher
de	PRP	de
ma	DET:POS	mon
peine	NOM	peine
,	PUN	,
On	NAM	On
me	PRO:PER	me
lie	VER:pres	lier
à	PRP	à
des	PRP:det	du
maux	NOM	mal
d'	PRP	de
une	DET:ART	un
plus	ADV	plus
forte	ADJ	fort
chaîne	NOM	chaîne
,	PUN	,
On	NAM	On
veut	VER:pres	vouloir
me	PRO:PER	me
voir	VER:infi	voir
souffrir	VER:infi	souffrir
,	PUN	,
et	KON	et
mes	DET:POS	mon
persécuteurs	ADJ	persécuteur
Ne	NOM	Ne
seraient	VER:cond	être
pas	ADV	pas
contents	ADJ	content
si	KON	si
je	PRO:PER	je
souffrais	VER:impf	souffrir
ailleurs	ADV	ailleurs
.	SENT	.
Mais	KON	mais
,	PUN	,
Seigneur	NAM	Seigneur
...	PUN	...
Je	PRO:PER	je
ne	ADV	ne
puis	ADV	puis
t'	PRO:PER	te
écouter	VER:infi	écouter
davantage	ADV	davantage
.	SENT	.
Je	PRO:PER	je
me	PRO:PER	me
livre	VER:pres	livrer
aux	PRP:det	au
transports	NOM	transport
de	PRP	de
cette	PRO:DEM	ce
secrète	ADJ	secret
rage	NOM	rage
,	PUN	,
Plus	NOM	Plus
de	PRP	de
conseils	NOM	conseil
,	PUN	,
il	PRO:PER	il
faut	VER:pres	falloir
m'	PRO:PER	me
éloigner	VER:infi	éloigner
ou	KON	ou
périr	VER:infi	périr
,	PUN	,
Dans	VER:infi	Dans
le	DET:ART	le
champ	NOM	champ
qui	PRO:REL	qui
m'	PRO:PER	me
attend	VER:pres	attendre
je	PRO:PER	je
brûle	VER:pres	brûler
de	PRP	de
courir	VER:infi	courir
,	PUN	,
C'	NAM	C'
est	VER:pres	être
nourrir	VER:infi	nourrir
trop	ADV	trop
longtemps	ADV	longtemps
une	DET:ART	un
douleur	NOM	douleur
timide	ADJ	timide
,	PUN	,
Je	PRO:PER	je
veux	VER:pres	vouloir
que	KON	que
désormais	ADV	désormais
la	DET:ART	le
colère	NOM	colère
me	PRO:PER	me
guide	VER:pres	guider
;	PUN	;
Pour	NAM	Pour
faire	VER:infi	faire
hautement	ADV	hautement
repentir	VER:infi	repentir
l'	DET:ART	le
Empereur	NOM	empereur
D'	ADJ	D'
avoir	VER:infi	avoir
traité	VER:pper	traiter
son	DET:POS	son
fils	NOM	fil|fils
avec	PRP	avec
tant	ADV	tant
de	PRP	de
rigueur	NOM	rigueur
.	SENT	.
Mais	KON	mais
déjà	ADV	déjà
dans	PRP	dans
ces	PRO:DEM	ce
lieux	NOM	lieu
règne	VER:pres	régner
un	DET:ART	un
profond	ADJ	profond
silence	NOM	silence
;	PUN	;
Cours	NAM	Cours
,	PUN	,
hâte	VER:pres	hâter
-toi	PRO:PER	toi
,	PUN	,
réponds	VER:pres	répondre
à	PRP	à
mon	DET:POS	mon
impatience	NOM	impatience
;	PUN	;
Observe	NAM	Observe
le	DET:ART	le
moment	NOM	moment
où	PRO:REL	où
nous	PRO:PER	nous
pourrons	VER:futu	pouvoir
partir	VER:infi	partir
,	PUN	,
Et	NOM	Et
quand	KON	quand
il	PRO:PER	il
sera	VER:futu	être
temps	NOM	temps
revient	VER:pres	revenir
m'	PRO:PER	me
en	PRP	en
avertir	VER:infi	avertir
.	SENT	.
Enfin	ADV	enfin
dans	PRP	dans
un	DET:ART	un
instant	NOM	instant
ma	DET:POS	mon
fortune	NOM	fortune
cruelle	ADJ	cruel
,	PUN	,
Va	VER:simp	Va
prendre	VER:infi	prendre
par	PRP	par
ma	DET:POS	mon
fuite	NOM	fuite
une	DET:ART	un
face	NOM	face
nouvelle	ADJ	nouveau
,	PUN	,
Si	VER:ppre	Si
le	DET:ART	le
ciel	NOM	ciel
favorable	ADJ	favorable
aux	PRP:det	au
voeux	NOM	vœu
que	PRO:REL	que
je	PRO:PER	je
lui	PRO:PER	lui
faits	VER:pper	faire
Approuve	VER:pres	approuver
ma	DET:POS	mon
retraite	NOM	retraite
,	PUN	,
et	KON	et
soutient	VER:pres	soutenir
mes	DET:POS	mon
projets	NOM	projet
.	SENT	.
Ô	INT	ô
vous	PRO:PER	vous
,	PUN	,
dont	PRO:REL	dont
si	ADV	si
longtemps	ADV	longtemps
j'	PRO:PER	je
ai	VER:pres	avoir
chéri	VER:pper	chérir
la	DET:ART	le
présence	NOM	présence
,	PUN	,
Lieux	NAM	Lieux
à	PRP	à
mes	DET:POS	mon
voeux	NOM	vœu
si	ADV	si
doux	ADJ	doux
,	PUN	,
sacrés	ADJ	sacré
murs	NOM	mur
de	PRP	de
Byzance	NAM	Byzance
,	PUN	,
Palais	NAM	Palais
de	PRP	de
mes	DET:POS	mon
aïeux	NOM	aïeux
où	PRO:REL	où
je	PRO:PER	je
reçus	VER:simp	recevoir
le	DET:ART	le
jour	NOM	jour
,	PUN	,
Je	PRO:PER	je
me	PRO:PER	me
prive	VER:pres	priver
à	PRP	à
jamais	ADV	jamais
de	PRP	de
votre	DET:POS	votre
heureux	ADJ	heureux
séjour	NOM	séjour
,	PUN	,
Je	PRO:PER	je
fuis	VER:pres	fuir
;	PUN	;
mais	KON	mais
en	PRO:PER	en
partant	VER:ppre	partir
mon	DET:POS	mon
amour	NOM	amour
vous	PRO:PER	vous
confie	VER:pres	confier
Un	VER:pper	Un
trésor	NOM	trésor
à	PRP	à
mes	DET:POS	mon
yeux	NOM	œil
bien	ADV	bien
plus	ADV	plus
cher	ADV	cher
à	PRP	à
ma	DET:POS	mon
vie	NOM	vie
;	PUN	;
Heureux	NAM	Heureux
dans	PRP	dans
votre	DET:POS	votre
sein	NOM	sein
de	PRP	de
pouvoir	NOM	pouvoir
l'	PRO:PER	la|le
enfermer	VER:infi	enfermer
,	PUN	,
Je	PRO:PER	je
l'	PRO:PER	la|le
aime	VER:pres	aimer
,	PUN	,
je	PRO:PER	je
l'	PRO:PER	la|le
adore	VER:pres	adorer
,	PUN	,
et	KON	et
ne	ADV	ne
l'	DET:ART	le
ose	NOM	ose
nommer	VER:infi	nommer
,	PUN	,
Pour	NAM	Pour
lui	PRO:PER	lui
plaire	VER:infi	plaire
,	PUN	,
à	PRP	à
l'	DET:ART	le
envi	PRP	envi
redoublez	VER:pres	redoubler
tous	PRO:IND	tout
vos	DET:POS	votre
charmes	NOM	charme
,	PUN	,
Voyez	VER:pres	voir
couler	VER:infi	couler
ses	DET:POS	son
jours	NOM	jour
sans	PRP	sans
trouble	NOM	trouble
,	PUN	,
sans	PRP	sans
alarmes	NOM	alarme
,	PUN	,
Et	VER:ppre	Et
le	DET:ART	le
ciel	NOM	ciel
sur	PRP	sur
moi	NOM	moi
seul	ADJ	seul
épuisant	VER:ppre	épuiser
ses	DET:POS	son
rigueurs	NOM	rigueur
,	PUN	,
Puissiez	VER:subi	Puissiez
-vous	PRO:PER	vous
n'	ADV	ne
être	VER:infi	être
plus	ADV	plus
les	DET:ART	le
témoins	NOM	témoin
de	PRP	de
ses	DET:POS	son
pleurs	NOM	pleur|pleurs
.	SENT	.
Enfin	ADV	enfin
...	PUN	...
Venez	NAM	Venez
,	PUN	,
Seigneur	NAM	Seigneur
,	PUN	,
l'	DET:ART	le
heure	NOM	heure
vous	PRO:PER	vous
favorise	VER:pres	favoriser
,	PUN	,
Partez	NAM	Partez
...	PUN	...
Allons	NAM	Allons
.	SENT	.
Ô	INT	ô
ciel	NOM	ciel
conduits	VER:pper	conduire
notre	DET:POS	notre
entreprise	NOM	entreprise
!	SENT	!
Puissions-nous	NOM	Puissions-nous
sans	PRP	sans
témoins	NOM	témoin
abandonner	VER:infi	abandonner
les	DET:ART	le
lieux	NOM	lieu
!	SENT	!
Mais	KON	mais
on	PRO:PER	on
vient	VER:pres	venir
,	PUN	,
l'	DET:ART	le
Empereur	NOM	empereur
se	PRO:PER	se
présente	VER:pres	présenter
à	PRP	à
mes	DET:POS	mon
yeux	NOM	œil
,	PUN	,
Serais	VER:cond	être
-je	PRO:PER	je
découvert	VER:pper	découvrir
?	SENT	?
Gardes	NOM	garde
,	PUN	,
qu'	KON	que
on	PRO:PER	on
les	PRO:PER	la|le
saisisse	VER:subp	saisir
.	SENT	.
Ah	INT	ah
!	SENT	!
Du	PRP:det	du
moins	ADV	moins
par	PRP	par
ma	DET:POS	mon
mort	NOM	mort
prévenons	VER:pres	prévenir
la	DET:ART	le
justice	NOM	justice
.	SENT	.
Il	PRO:PER	il
se	PRO:PER	se
veut	VER:pres	vouloir
tuer	VER:infi	tuer
,	PUN	,
on	PRO:PER	on
le	PRO:PER	le
désarme	VER:pres	désarmer
.	SENT	.
Mais	KON	mais
,	PUN	,
Prince	NAM	Prince
,	PUN	,
songez	VER:pres	songer
-vous	PRO:PER	vous
qu'	PRO:REL	que
un	DET:ART	un
dessein	NOM	dessein
si	ADV	si
cruel	ADJ	cruel
Vous	NAM	Vous
peut	VER:pres	pouvoir
faire	VER:infi	faire
à	PRP	à
mes	DET:POS	mon
yeux	NOM	œil
passer	VER:infi	passer
pour	PRP	pour
criminel	NOM	criminel
?	SENT	?
On	PRO:PER	on
ne	ADV	ne
s'	PRO:PER	se
immole	VER:pres	immoler
point	ADV	point
quand	KON	quand
on	PRO:PER	on
n'	ADV	ne
a	VER:pres	avoir
rien	ADV	rien
à	PRP	à
craindre	VER:infi	craindre
.	SENT	.
Puisque	KON	puisque
vous	PRO:PER	vous
savez	VER:pres	savoir
tout	ADV	tout
,	PUN	,
qu'	KON	que
est-il	ADJ	est-il
bon	ADJ	bon
de	PRP	de
feindre	VER:infi	feindre
?	SENT	?
Si	KON	si
l'	PRO:PER	la|le
on	PRO:PER	on
n'	ADV	ne
eut	VER:simp	avoir
pris	VER:pper	prendre
le	DET:ART	le
soin	NOM	soin
de	PRP	de
vous	PRO:PER	vous
en	PRP	en
avertir	VER:infi	avertir
M'	NOM	M'
aurait	VER:cond	avoir
-on	PRO:PER	on
arrêté	VER:pper	arrêter
quand	KON	quand
je	PRO:PER	je
croyais	VER:impf	croire
partir	VER:infi	partir
?	SENT	?
Oui	INT	oui
,	PUN	,
je	PRO:PER	je
suis	VER:pres	suivre|être
criminel	ADJ	criminel
,	PUN	,
vous	PRO:PER	vous
connaissez	VER:pres	connaître
mon	DET:POS	mon
crime	NOM	crime
,	PUN	,
Je	PRO:PER	je
voulais	VER:impf	vouloir
à	PRP	à
vos	DET:POS	votre
coups	NOM	coup
dérober	VER:infi	dérober
la	DET:ART	le
victime	NOM	victime
,	PUN	,
Satisfaire	ADJ	Satisfaire
à	PRP	à
la	DET:ART	le
fois	NOM	foi|fois
mon	DET:POS	mon
coeur	NOM	cœur
et	KON	et
vos	DET:POS	votre
soupçons	NOM	soupçon
,	PUN	,
Vous	VER:pres	Vous
épargner	VER:infi	épargner
le	DET:ART	le
soin	NOM	soin
de	PRP	de
chercher	VER:infi	chercher
des	PRP:det	du
raisons	NOM	raison
:	PUN	:
Pour	PRP	pour
condamner	VER:infi	condamner
un	DET:ART	un
fils	NOM	fil|fils
que	PRO:REL	que
vous	PRO:PER	vous
voyez	VER:pres	voir
perfide	ADJ	perfide
,	PUN	,
Et	VER:simp	Et
sauver	VER:infi	sauver
à	PRP	à
vos	DET:POS	votre
mains	NOM	main
l'	DET:ART	le
horreur	NOM	horreur
d'	PRP	de
un	DET:ART	un
parricide	NOM	parricide
.	SENT	.
L'	DET:ART	le
orgueil	NOM	orgueil
d'	PRP	de
un	DET:ART	un
criminel	ADJ	criminel
peut-il	NOM	peut-il
aller	VER:infi	aller
plus	ADV	plus
loin	ADV	loin
?	SENT	?
Qu'	KON	que
on	PRO:PER	on
l'	PRO:PER	la|le
ôte	VER:pres	ôter
de	PRP	de
mes	DET:POS	mon
yeux	NOM	œil
,	PUN	,
qu'	KON	que
on	PRO:PER	on
le	PRO:PER	le
garde	VER:pres	garder
avec	PRP	avec
soin	NOM	soin
,	PUN	,
Et	NOM	Et
qu'	PRO:REL	que
on	PRO:PER	on
fasse	VER:subp	faire
expirer	VER:infi	expirer
au	PRP:det	au
milieu	NOM	milieu
des	PRP:det	du
supplices	NOM	supplice
Léonce	NAM	Léonce
et	KON	et
Martian	NAM	Martian
ses	DET:POS	son
malheureux	ADJ	malheureux
complices	NOM	complice
:	PUN	:
Vous	PRO:PER	vous
,	PUN	,
Léon	NAM	Léon
,	PUN	,
hâtez	VER:pres	hâter
-vous	PRO:PER	vous
,	PUN	,
et	KON	et
sans	PRP	sans
perdre	VER:infi	perdre
un	DET:ART	un
moment	NOM	moment
Suivez	VER:pres	suivre
le	DET:ART	le
prince	NOM	prince
,	PUN	,
allez	VER:pres	aller
,	PUN	,
cherchez	VER:pres	chercher
exactement	ADV	exactement
Tout	NOM	tout
ce	PRO:DEM	ce
qui	PRO:REL	qui
peut	VER:pres	pouvoir
servir	VER:infi	servir
à	PRP	à
nous	PRO:PER	nous
prouver	VER:infi	prouver
son	DET:POS	son
crime	NOM	crime
,	PUN	,
Et	VER:simp	Et
rendre	VER:infi	rendre
contre	PRP	contre
lui	PRO:PER	lui
ma	DET:POS	mon
fureur	NOM	fureur
légitime	ADJ	légitime
.	SENT	.
Vous	PRO:PER	vous
l'	PRO:PER	la|le
avez	VER:pres	avoir
vu	VER:pper	voir
,	PUN	,
Seigneur	NAM	Seigneur
,	PUN	,
sans	PRP	sans
nous	PRO:PER	nous
,	PUN	,
sans	PRP	sans
nos	DET:POS	notre
avis	NOM	avis
,	PUN	,
Le	DET:ART	le
perfide	ADJ	perfide
Léonce	NAM	Léonce
emmenait	VER:impf	emmener
votre	DET:POS	votre
fils	NOM	fil|fils
,	PUN	,
Ils	VER:subi	Ils
s'	PRO:PER	se
éloignaient	VER:impf	éloigner
tous	PRO:IND	tout
deux	NUM	deux
:	PUN	:
et	KON	et
ce	PRO:DEM	ce
palais	NOM	palais
tranquille	ADJ	tranquille
Semblait	VER:impf	sembler
leur	PRO:PER	lui
assurer	VER:infi	assurer
une	DET:ART	un
fuite	NOM	fuite
facile	ADJ	facile
.	SENT	.
Mais	KON	mais
,	PUN	,
Seigneur	NAM	Seigneur
,	PUN	,
un	DET:ART	un
des	PRP:det	du
miens	PRO:POS	mien
les	DET:ART	le
suivant	VER:ppre	suivre
de	PRP	de
plus	ADV	plus
près	ADV	près
,	PUN	,
A	PRP	à
connu	ADJ	connu
leur	DET:POS	leur
dessein	NOM	dessein
,	PUN	,
et	KON	et
vu	VER:pper	voir
tous	PRO:IND	tout
leurs	DET:POS	leur
apprêts	NOM	apprêt
,	PUN	,
Il	NAM	Il
m'	PRO:PER	me
a	VER:pres	avoir
tout	ADV	tout
dit	VER:pper	dire
,	PUN	,
nos	DET:POS	notre
soins	NOM	soin
ont	VER:pres	avoir
prévenu	VER:pper	prévenir
leur	DET:POS	leur
fuite	NOM	fuite
,	PUN	,
Et	NOM	Et
de	PRP	de
leurs	DET:POS	leur
attentats	NOM	attentat
la	DET:ART	le
déplorable	ADJ	déplorable
suite	NOM	suite
:	PUN	:
Par	PRP	par
là	ADV	là
,	PUN	,
n'	ADV	ne
en	PRO:PER	en
doutez	VER:pres	douter
point	ADV	point
,	PUN	,
des	PRP:det	du
peuples	NOM	peuple
révoltés	VER:pper	révolter
Les	DET:ART	le
projets	NOM	projet
sont	VER:pres	être
trahis	VER:pper	trahir
,	PUN	,
les	DET:ART	le
transports	NOM	transport
arrêtés	VER:pper	arrêter
.	SENT	.
Enfin	ADV	enfin
ne	ADV	ne
craignez	VER:pres	craindre
plus	ADV	plus
les	DET:ART	le
efforts	NOM	effort
de	PRP	de
leurs	DET:POS	leur
armes	NOM	arme
.	SENT	.
Qu'	KON	que
ai	VER:pres	avoir
-je	PRO:PER	je
entendu	VER:pper	entendre
,	PUN	,
Seigneur	NAM	Seigneur
,	PUN	,
quel	PRO:REL	quel
bruit	VER:pres	bruir|bruire
,	PUN	,
quelles	PRO:REL	quel
alarmes	NOM	alarme
,	PUN	,
Quel	NAM	Quel
danger	NOM	danger
imprévu	ADJ	imprévu
?	SENT	?
Quel	PRO:REL	quel
dessein	NOM	dessein
odieux	ADJ	odieux
Trouble	VER:subp	troubler
votre	DET:POS	votre
repos	NOM	repos
,	PUN	,
vous	PRO:PER	vous
attire	VER:pres	attirer
en	PRP	en
ces	PRO:DEM	ce
lieux	NOM	lieu
?	SENT	?
Tremblante	ADJ	tremblant
pour	PRP	pour
vos	DET:POS	votre
jours	NOM	jour
,	PUN	,
inquiète	ADJ	inquiet
,	PUN	,
éperdue	VER:pper	éperdre
;	PUN	;
Je	PRO:PER	je
vous	PRO:PER	vous
cherche	VER:pres	chercher
,	PUN	,
je	PRO:PER	je
cours	VER:pres	courir
,	PUN	,
rien	ADV	rien
ne	ADV	ne
s'	PRO:PER	se
offre	VER:pres	offrir
à	PRP	à
ma	DET:POS	mon
vue	NOM	vue
,	PUN	,
Que	VER:pper	Que
des	PRP:det	du
pleurs	NOM	pleur|pleurs
,	PUN	,
des	PRP:det	du
soupirs	NOM	soupir
,	PUN	,
que	KON	que
des	PRP:det	du
yeux	NOM	œil
consternés	VER:pper	consterner
,	PUN	,
Des	VER:simp	Des
soldats	NOM	soldat
interdits	VER:pper	interdire
,	PUN	,
des	PRP:det	du
gardes	NOM	garde
étonnés	ADJ	étonné
.	SENT	.
Qui	PRO:REL	qui
cause	VER:pres	causer
dans	PRP	dans
la	DET:ART	le
Cour	NAM	Cour
ce	PRO:DEM	ce
changement	NOM	changement
terrible	ADJ	terrible
?	SENT	?
Madame	NOM	Madame
,	PUN	,
à	PRP	à
mes	DET:POS	mon
périls	NOM	péril
vous	PRO:PER	vous
êtes	VER:pres	être
trop	ADV	trop
sensible	ADJ	sensible
,	PUN	,
Je	PRO:PER	je
les	PRO:PER	la|le
ai	VER:pres	avoir
détournés	VER:pper	détourner
,	PUN	,
ne	ADV	ne
craignez	VER:pres	craindre
rien	ADV	rien
pour	PRP	pour
moi	PRO:PER	moi
,	PUN	,
Je	PRO:PER	je
puis	ADV	puis
punir	VER:infi	punir
un	DET:ART	un
fils	NOM	fil|fils
qui	PRO:REL	qui
manque	VER:pres	manquer
de	PRP	de
foi	NOM	foi
.	SENT	.
Quoi	PRO	quoi
,	PUN	,
Seigneur	NAM	Seigneur
...	PUN	...
Andronic	NAM	Andronic
méprisant	VER:ppre	mépriser
ma	DET:POS	mon
colère	NOM	colère
Courait	VER:impf	courir
insolemment	ADV	insolemment
s'	PRO:PER	se
armer	VER:infi	armer
contre	PRP	contre
son	DET:POS	son
père	NOM	père
,	PUN	,
Et	NOM	Et
malgré	PRP	malgré
ma	DET:POS	mon
défense	NOM	défense
abandonner	VER:infi	abandonner
ces	PRO:DEM	ce
lieux	NOM	lieu
,	PUN	,
Suivre	VER:infi	suivre
des	PRP:det	du
révoltés	VER:pper	révolter
les	DET:ART	le
transports	NOM	transport
furieux	ADJ	furieux
;	PUN	;
Mais	VER:impf	Mais
le	DET:ART	le
ciel	NOM	ciel
qui	PRO:REL	qui
toujours	ADV	toujours
me	PRO:PER	me
conduit	VER:pres	conduire
et	KON	et
me	PRO:PER	me
guide	VER:pres	guider
,	PUN	,
A	PRP	à
trompé	VER:pper	tromper
les	DET:ART	le
desseins	NOM	dessein
de	PRP	de
ce	PRO:DEM	ce
prince	NOM	prince
perfide	ADJ	perfide
,	PUN	,
Et	NOM	Et
par	PRP	par
ce	PRO:DEM	ce
juste	ADJ	juste
soin	NOM	soin
qu'	PRO:REL	que
il	PRO:PER	il
répand	VER:pres	répandre
sur	PRP	sur
les	DET:ART	le
rois	NOM	roi
Soumis	NAM	Soumis
un	DET:ART	un
fils	NOM	fil|fils
rebelle	ADJ	rebelle
à	PRP	à
la	DET:ART	le
rigueur	NOM	rigueur
des	PRP:det	du
lois	NOM	loi
;	PUN	;
Il	NAM	Il
est	VER:pres	être
en	PRP	en
mon	DET:POS	mon
pouvoir	NOM	pouvoir
,	PUN	,
et	KON	et
ce	PRO:DEM	ce
prince	NOM	prince
coupable	ADJ	coupable
Doit	VER:pres	devoir
servir	VER:infi	servir
aux	PRP:det	au
mutins	NOM	mutin
d'	PRP	de
exemple	NOM	exemple
mémorable	ADJ	mémorable
.	SENT	.
Ah	INT	ah
!	SENT	!
Pouvez	VER:pres	pouvoir
-vous	PRO:PER	vous
former	VER:infi	former
ce	PRO:DEM	ce
funeste	ADJ	funeste
dessein	NOM	dessein
?	SENT	?
Seigneur	NOM	seigneur
,	PUN	,
et	KON	et
seriez	VER:cond	être
-vous	PRO:PER	vous
à	PRP	à
ce	PRO:DEM	ce
point	NOM	point
inhumain	ADJ	inhumain
?	SENT	?
Madame	NOM	Madame
...	PUN	...
À	PRP	à
cet	PRO:DEM	ce
excès	NOM	excès
pousser	VER:infi	pousser
votre	DET:POS	votre
colère	NOM	colère
?	SENT	?
Quelle	PRO:REL	quel
horreur	NOM	horreur
...	PUN	...
pardonnez	VER:pres	pardonner
à	PRP	à
mon	DET:POS	mon
discours	NOM	discours
sincère	ADJ	sincère
;	PUN	;
Je	PRO:PER	je
crains	VER:pres	craindre
pour	PRP	pour
vous	PRO:PER	vous
,	PUN	,
Seigneur	NAM	Seigneur
,	PUN	,
l'	DET:ART	le
infaillible	ADJ	infaillible
retour	NOM	retour
Des	VER:subi	Des
mouvements	NOM	mouvement
du	PRP:det	du
sang	NOM	sang
,	PUN	,
des	PRP:det	du
transports	NOM	transport
de	PRP	de
l'	DET:ART	le
amour	NOM	amour
,	PUN	,
Qui	NAM	Qui
blessant	VER:ppre	blesser
votre	DET:POS	votre
coeur	NOM	cœur
,	PUN	,
des	PRP:det	du
